月度,城市名称,平均相对湿度(%),平均温度（摄氏度）,降水量（毫米）,日照时数（小时）
2012-05-01,南京市,66.0,21.9,62.4,198.0
2012-06-01,南京市,69.0,25.5,17.8,141.6
2012-07-01,南京市,68.0,29.4,176.4,244.8
2012-08-01,南京市,72.0,28.1,198.3,197.9
2012-09-01,南京市,71.0,22.3,68.7,183.5
2012-10-01,南京市,64.0,18.3,54.6,184.2
2012-11-01,南京市,70.0,10.0,42.8,154.4
2012-12-01,南京市,71.0,3.5,66.4,128.3
2013-01-01,南京市,71.0,3.0,17.8,136.4
2013-02-01,南京市,79.0,5.5,69.9,98.5
2013-03-01,南京市,63.0,10.8,42.9,172.9
2013-04-01,南京市,51.0,16.0,22.8,222.3
2013-05-01,南京市,70.0,21.7,110.1,168.7
2013-06-01,南京市,78.0,24.3,172.6,160.4
2013-07-01,南京市,67.0,30.5,229.6,263.4
2013-08-01,南京市,66.0,30.8,115.5,260.3
2013-09-01,南京市,74.0,23.6,67.0,176.8
2013-10-01,南京市,69.0,18.4,22.4,210.9
2013-11-01,南京市,65.0,12.1,17.2,171.0
2013-12-01,南京市,64.0,4.7,10.6,155.3
2014-01-01,南京市,66.0,5.6,20.6,158.9
2014-02-01,南京市,80.0,4.7,121.2,87.4
2014-03-01,南京市,67.0,11.8,68.4,186.0
2014-04-01,南京市,73.0,16.3,97.6,161.9
2014-05-01,南京市,62.0,22.6,26.3,219.0
2014-06-01,南京市,76.0,24.6,111.8,144.4
2014-07-01,南京市,83.0,27.1,263.5,156.8
2014-08-01,南京市,87.0,25.3,158.8,102.7
2014-09-01,南京市,85.0,23.2,89.2,100.8
2014-10-01,南京市,74.0,18.9,32.0,220.9
2014-11-01,南京市,76.0,12.6,97.9,127.8
2014-12-01,南京市,59.0,4.6,3.8,197.2
2015-01-01,南京市,69.0,4.9,29.9,125.9
2015-02-01,南京市,72.0,6.3,58.1,124.2
2015-03-01,南京市,73.0,10.6,104.8,142.2
2015-04-01,南京市,68.0,15.7,121.6,196.3
2015-05-01,南京市,71.0,21.4,96.1,171.1
2015-06-01,南京市,78.0,24.1,661.5,112.4
2015-07-01,南京市,80.0,26.4,258.0,169.7
2015-08-01,南京市,75.0,27.3,187.4,217.6
2015-09-01,南京市,73.0,23.6,63.6,190.3
2015-11-01,南京市,80.0,11.7,110.7,84.6
2015-12-01,南京市,70.0,6.4,12.3,125.3
2016-01-01,南京市,72.0,3.1,62.8,98.0
2016-02-01,南京市,59.0,6.7,31.1,186.1
2016-03-01,南京市,63.0,11.2,40.0,148.0
2016-04-01,南京市,73.0,17.3,155.4,164.5
2016-05-01,南京市,73.0,20.1,119.6,160.8
2016-06-01,南京市,81.0,24.1,186.2,125.3
2016-07-01,南京市,78.0,28.9,477.3,195.9
2016-08-01,南京市,70.0,29.1,78.7,265.2
2016-09-01,南京市,71.0,24.1,187.4,168.2
2016-10-01,南京市,83.0,18.3,308.0,59.1
2016-11-01,南京市,79.0,11.3,95.4,129.4
2016-12-01,南京市,73.0,7.3,65.8,155.6
2017-01-01,南京市,70.0,5.5,59.3,130.9
2017-02-01,南京市,63.0,6.4,38.8,152.0
2017-03-01,南京市,64.0,10.4,55.1,167.0
2017-04-01,南京市,65.0,17.7,117.9,204.7
2017-05-01,南京市,66.0,22.6,83.9,230.4
2017-06-01,南京市,76.0,24.7,309.1,163.2
2017-07-01,南京市,74.0,30.8,99.6,251.2
2017-08-01,南京市,83.0,28.3,217.1,185.4
2017-09-01,南京市,88.0,23.1,176.4,115.3
2017-10-01,南京市,83.0,17.1,81.0,127.7
2017-11-01,南京市,68.0,12.2,7.4,152.0
2017-12-01,南京市,63.0,5.6,9.5,157.6
2018-01-01,南京市,75.0,2.3,106.0,99.9
2018-02-01,南京市,68.0,4.5,44.9,148.4
2018-03-01,南京市,72.0,12.2,120.7,178.6
2018-04-01,南京市,64.0,17.9,60.9,208.7
2018-05-01,南京市,76.0,22.1,142.8,141.9
2018-06-01,南京市,70.0,26.0,49.1,212.2
2018-07-01,南京市,78.0,29.1,182.3,242.7
2018-08-01,南京市,77.0,29.1,273.6,228.0
2018-09-01,南京市,75.0,24.6,66.2,158.1
2018-10-01,南京市,64.0,17.7,37.5,211.4
2018-11-01,南京市,81.0,12.3,65.6,121.0
2018-12-01,南京市,78.0,5.8,117.4,76.5
2019-01-01,南京市,75.0,4.1,51.5,92.5
2019-02-01,南京市,84.0,4.4,90.4,40.2
2019-03-01,南京市,66.0,11.8,37.6,168.5
2019-04-01,南京市,73.0,16.8,51.5,160.5
2019-05-01,南京市,60.0,21.8,41.1,186.3
2019-06-01,南京市,75.0,25.3,109.2,164.5
2019-07-01,南京市,81.0,28.3,63.9,159.6
2019-08-01,南京市,77.0,28.6,123.0,211.8
2019-09-01,南京市,75.0,24.3,51.4,175.4
2019-10-01,南京市,70.0,18.88,1.4,133.9
2019-11-01,南京市,67.0,13.4,41.7,161.9
2019-12-01,南京市,78.0,7.3,59.1,143.9
2020-01-01,南京市,86.0,5.1,75.2,44.6
2020-02-01,南京市,76.0,8.2,35.5,130.2
2020-03-01,南京市,69.0,12.3,89.9,153.4
2020-04-01,南京市,59.0,15.8,70.8,210.9
2020-05-01,南京市,71.0,23.0,33.7,167.8
2020-06-01,南京市,87.0,25.8,281.6,95.2
2020-07-01,南京市,95.0,25.4,271.9,95.2
2020-08-01,南京市,82.0,30.1,114.3,202.5
2020-09-01,南京市,78.0,24.1,82.8,171.3
2020-10-01,南京市,74.0,17.5,64.9,154.3
2020-11-01,南京市,76.0,13.2,76.8,140.4
2020-12-01,南京市,67.0,4.6,20.6,137.5
2015-10-01,南京市,,18.5,61.6,188.6
1996-01-01,南宁市,80.0,11.9,12.3,45.2
1996-02-01,南宁市,73.0,13.2,19.4,102.8
1996-03-01,南宁市,80.0,16.5,161.8,78.0
1996-04-01,南宁市,81.0,19.2,42.2,47.9
1996-05-01,南宁市,77.0,26.1,127.0,113.5
1996-06-01,南宁市,81.0,28.2,302.7,157.2
1996-07-01,南宁市,82.0,28.6,86.7,129.9
1996-08-01,南宁市,82.0,28.2,221.6,144.0
1996-09-01,南宁市,76.0,27.4,184.0,145.8
1996-10-01,南宁市,71.0,24.6,14.4,197.0
1996-11-01,南宁市,64.0,21.2,2.0,142.0
1996-12-01,南宁市,69.0,15.8,11.0,94.9
1997-01-01,南宁市,73.0,15.3,64.4,70.9
1997-02-01,南宁市,78.0,14.4,20.1,49.7
1997-03-01,南宁市,84.0,18.3,152.7,28.2
1997-04-01,南宁市,82.0,22.8,282.9,93.3
1997-05-01,南宁市,79.0,26.2,203.8,147.2
1997-06-01,南宁市,80.0,28.1,126.4,142.8
1997-07-01,南宁市,86.0,27.6,237.7,100.4
1997-08-01,南宁市,80.0,28.5,256.1,149.2
1997-09-01,南宁市,78.0,25.3,72.1,138.2
1997-10-01,南宁市,77.0,24.8,24.1,148.6
1997-11-01,南宁市,73.0,20.5,6.3,111.8
1997-12-01,南宁市,78.0,15.5,43.2,21.2
1998-01-01,南宁市,81.0,12.9,56.2,26.6
1998-02-01,南宁市,81.0,15.2,16.6,37.1
1998-03-01,南宁市,84.0,18.0,61.5,38.9
1998-04-01,南宁市,76.0,25.3,94.6,146.1
1998-05-01,南宁市,78.0,26.8,139.4,115.2
1998-06-01,南宁市,86.0,27.8,308.9,76.4
1998-07-01,南宁市,83.0,28.8,376.7,157.2
1998-08-01,南宁市,77.0,29.7,136.3,237.3
1998-09-01,南宁市,71.0,28.3,28.7,191.1
1998-10-01,南宁市,65.0,25.5,15.2,191.8
1998-11-01,南宁市,68.0,20.8,5.3,138.1
1998-12-01,南宁市,66.0,17.4,34.6,97.0
1999-01-01,南宁市,76.0,13.8,59.6,83.0
1999-02-01,南宁市,71.0,16.4,7.4,93.0
1999-03-01,南宁市,75.0,17.7,22.0,65.0
1999-04-01,南宁市,76.0,24.1,56.3,85.0
1999-05-01,南宁市,80.0,24.4,98.6,102.0
1999-06-01,南宁市,81.0,28.0,145.0,196.0
1999-07-01,南宁市,84.0,28.1,216.8,181.0
1999-08-01,南宁市,86.0,26.9,192.5,150.0
1999-09-01,南宁市,79.0,26.1,131.4,205.0
1999-10-01,南宁市,79.0,23.4,149.9,147.0
1999-11-01,南宁市,79.0,18.5,74.5,131.0
1999-12-01,南宁市,70.0,12.5,57.4,164.0
2000-01-01,南宁市,76.0,14.4,1.7,56.5
2000-02-01,南宁市,82.0,11.9,47.7,22.1
2000-03-01,南宁市,85.0,17.1,37.0,43.2
2000-04-01,南宁市,82.0,22.6,66.5,71.6
2000-05-01,南宁市,83.0,25.3,154.9,126.6
2000-06-01,南宁市,80.0,27.2,37.7,135.3
2000-07-01,南宁市,79.0,28.5,248.7,228.1
2000-08-01,南宁市,80.0,28.5,68.8,211.0
2000-09-01,南宁市,74.0,26.3,69.6,175.3
2000-10-01,南宁市,82.0,23.0,159.2,118.5
2000-11-01,南宁市,73.0,17.2,10.8,163.6
2000-12-01,南宁市,74.0,15.7,2.4,126.4
2001-01-01,南宁市,83.0,14.4,43.3,46.8
2001-02-01,南宁市,83.0,13.8,67.4,49.7
2001-03-01,南宁市,85.0,18.2,105.1,70.2
2001-04-01,南宁市,87.0,21.6,97.6,67.5
2001-05-01,南宁市,83.0,24.9,380.6,108.0
2001-06-01,南宁市,86.0,26.9,383.0,140.8
2001-07-01,南宁市,85.0,27.8,462.9,169.3
2001-08-01,南宁市,83.0,27.7,138.4,167.8
2001-09-01,南宁市,83.0,26.1,165.5,161.7
2001-10-01,南宁市,83.0,23.6,52.2,105.6
2001-11-01,南宁市,77.0,17.3,32.5,167.7
2001-12-01,南宁市,82.0,13.1,59.0,82.7
2002-01-01,南宁市,76.0,13.4,29.8,103.0
2002-02-01,南宁市,85.0,16.6,16.4,39.0
2002-03-01,南宁市,81.0,19.6,27.6,39.0
2002-04-01,南宁市,77.0,23.7,24.4,143.0
2002-05-01,南宁市,80.0,25.8,181.3,137.0
2002-06-01,南宁市,85.0,27.4,209.4,127.0
2002-07-01,南宁市,84.0,27.8,343.4,127.0
2002-08-01,南宁市,85.0,26.9,141.2,154.0
2002-09-01,南宁市,82.0,25.0,114.7,125.0
2002-10-01,南宁市,80.0,21.9,96.6,165.0
2002-11-01,南宁市,82.0,17.6,72.4,89.0
2002-12-01,南宁市,84.0,14.3,60.7,27.0
2003-01-01,南宁市,78.0,12.5,64.8,135.0
2003-02-01,南宁市,83.0,17.1,26.1,84.0
2003-03-01,南宁市,80.0,18.3,45.1,76.0
2003-04-01,南宁市,81.0,23.4,154.7,111.0
2003-05-01,南宁市,82.0,26.7,193.7,149.0
2003-06-01,南宁市,82.0,27.2,175.1,144.0
2003-07-01,南宁市,80.0,28.7,245.0,277.0
2003-08-01,南宁市,82.0,28.2,146.5,180.0
2003-09-01,南宁市,82.0,26.0,236.2,169.0
2003-10-01,南宁市,75.0,22.9,,190.0
2003-11-01,南宁市,73.0,19.4,2.6,153.0
2003-12-01,南宁市,67.0,13.3,6.9,165.0
2004-01-01,南宁市,71.0,13.3,57.7,48.4
2004-02-01,南宁市,77.0,15.2,16.8,79.8
2004-03-01,南宁市,77.0,16.8,27.8,53.3
2004-04-01,南宁市,76.0,22.7,118.2,123.4
2004-05-01,南宁市,76.0,24.8,70.4,136.5
2004-06-01,南宁市,79.0,27.7,239.3,197.0
2004-07-01,南宁市,87.0,27.1,203.0,133.3
2004-08-01,南宁市,83.0,28.2,73.5,191.3
2004-09-01,南宁市,82.0,26.3,65.6,187.8
2004-10-01,南宁市,71.0,22.3,,192.3
2004-11-01,南宁市,80.0,19.5,21.8,120.2
2004-12-01,南宁市,79.0,13.5,12.2,153.3
2005-01-01,南宁市,79.0,11.5,25.9,33.4
2005-02-01,南宁市,86.0,13.4,35.4,19.7
2005-03-01,南宁市,83.0,16.5,62.7,44.0
2005-04-01,南宁市,84.0,22.1,42.2,92.4
2005-05-01,南宁市,82.0,27.7,148.4,189.6
2005-06-01,南宁市,89.0,27.6,393.0,84.9
2005-07-01,南宁市,82.0,28.6,99.3,231.1
2005-08-01,南宁市,86.0,27.7,121.6,171.0
2005-09-01,南宁市,84.0,26.5,145.9,164.0
2005-10-01,南宁市,79.0,23.4,1.9,170.6
2005-11-01,南宁市,81.0,19.5,15.3,121.7
2005-12-01,南宁市,76.0,12.7,27.6,100.8
2006-01-01,南宁市,72.0,14.3,1.0,89.4
2006-02-01,南宁市,83.0,14.3,63.7,20.3
2006-03-01,南宁市,81.0,17.5,36.5,50.4
2006-04-01,南宁市,75.0,23.9,24.1,124.3
2006-05-01,南宁市,76.0,25.2,119.6,132.0
2006-06-01,南宁市,81.0,27.6,169.2,132.7
2006-07-01,南宁市,81.0,28.0,461.6,163.6
2006-08-01,南宁市,82.0,27.2,225.5,153.5
2006-09-01,南宁市,73.0,25.7,7.5,178.5
2006-10-01,南宁市,70.0,25.6,5.1,171.3
2006-11-01,南宁市,71.0,20.4,45.2,133.4
2006-12-01,南宁市,67.0,14.0,0.4,129.4
2007-01-01,南宁市,67.0,11.7,10.4,73.6
2007-02-01,南宁市,73.0,18.8,26.9,88.5
2007-03-01,南宁市,84.0,18.2,74.7,35.3
2007-04-01,南宁市,76.0,20.8,12.2,85.2
2007-05-01,南宁市,74.0,25.6,129.2,170.9
2007-06-01,南宁市,77.0,28.4,100.3,185.3
2007-07-01,南宁市,79.0,28.6,214.8,185.3
2007-08-01,南宁市,81.0,27.7,231.1,188.8
2007-09-01,南宁市,78.0,25.4,142.6,154.0
2007-10-01,南宁市,73.0,23.1,26.6,188.5
2007-11-01,南宁市,70.0,16.4,16.0,204.4
2007-12-01,南宁市,74.0,16.0,23.3,54.2
2008-01-01,南宁市,80.0,9.4,76.1,72.6
2008-02-01,南宁市,68.0,10.4,70.0,30.0
2008-03-01,南宁市,76.0,19.1,18.7,92.4
2008-04-01,南宁市,78.0,22.9,45.2,90.1
2008-05-01,南宁市,75.0,25.7,121.8,137.9
2008-06-01,南宁市,83.0,26.5,300.6,97.6
2008-07-01,南宁市,81.0,27.7,260.1,171.6
2008-08-01,南宁市,82.0,27.3,317.4,163.1
2008-09-01,南宁市,79.0,26.6,187.6,176.7
2008-10-01,南宁市,77.0,24.0,47.6,120.9
2008-11-01,南宁市,75.0,17.1,156.0,148.3
2008-12-01,南宁市,72.0,13.3,23.9,137.8
2009-01-01,南宁市,68.0,11.3,7.9,132.0
2009-02-01,南宁市,75.0,20.3,2.1,139.2
2009-03-01,南宁市,79.0,17.9,37.7,68.8
2009-04-01,南宁市,77.0,22.2,114.3,102.9
2009-05-01,南宁市,78.0,25.0,149.6,114.4
2009-06-01,南宁市,80.0,27.8,150.6,162.4
2009-07-01,南宁市,79.0,28.3,241.2,208.2
2009-08-01,南宁市,77.0,28.8,125.1,238.7
2009-09-01,南宁市,75.0,27.9,42.8,205.0
2009-10-01,南宁市,74.0,24.0,75.1,162.2
2009-11-01,南宁市,69.0,17.2,8.4,159.4
2009-12-01,南宁市,73.0,15.4,8.3,60.6
2010-01-01,南宁市,82.0,14.1,150.7,44.9
2010-02-01,南宁市,77.0,16.5,3.8,99.0
2010-03-01,南宁市,73.0,19.1,9.1,92.6
2010-04-01,南宁市,82.0,20.5,126.8,71.0
2010-05-01,南宁市,79.0,26.2,168.4,120.3
2010-06-01,南宁市,81.0,26.8,282.1,116.4
2010-07-01,南宁市,76.0,29.0,326.1,218.5
2010-08-01,南宁市,78.0,27.8,103.8,212.2
2010-09-01,南宁市,79.0,26.8,161.5,191.5
2010-10-01,南宁市,70.0,22.7,2.5,157.9
2010-11-01,南宁市,74.0,17.5,10.1,165.1
2010-12-01,南宁市,76.0,14.8,32.0,112.1
2011-01-01,南宁市,70.0,8.2,13.5,23.2
2011-02-01,南宁市,79.0,14.3,32.3,63.4
2011-03-01,南宁市,79.0,13.9,97.8,33.6
2011-04-01,南宁市,75.0,21.9,78.1,101.5
2011-05-01,南宁市,73.0,24.8,56.1,186.5
2011-06-01,南宁市,76.0,28.2,242.8,174.3
2011-07-01,南宁市,75.0,28.6,102.9,228.0
2011-08-01,南宁市,76.0,27.8,109.3,218.6
2011-09-01,南宁市,74.0,26.3,186.2,206.2
2011-10-01,南宁市,79.0,21.7,312.8,131.2
2011-11-01,南宁市,76.0,20.6,1.4,184.6
2011-12-01,南宁市,68.0,12.5,19.7,112.2
2012-01-01,南宁市,84.0,9.8,75.6,2.9
2012-02-01,南宁市,82.0,12.1,18.7,11.8
2012-03-01,南宁市,80.0,17.2,33.2,34.5
2012-04-01,南宁市,75.0,24.0,35.6,137.5
2012-05-01,南宁市,78.0,27.1,159.8,173.8
2012-06-01,南宁市,82.0,27.5,97.9,107.6
2012-07-01,南宁市,80.0,28.2,109.2,189.2
2012-08-01,南宁市,79.0,27.9,253.4,186.3
2012-09-01,南宁市,76.0,25.8,56.4,179.6
2012-10-01,南宁市,78.0,23.8,148.7,151.4
2012-11-01,南宁市,83.0,19.2,53.2,59.2
2012-12-01,南宁市,80.0,14.4,45.1,61.9
2013-01-01,南宁市,83.0,12.1,17.0,13.3
2013-02-01,南宁市,87.0,16.0,26.4,53.0
2013-03-01,南宁市,78.0,21.0,82.2,123.5
2013-04-01,南宁市,82.0,22.2,148.5,99.2
2013-05-01,南宁市,83.0,26.1,138.6,135.7
2013-06-01,南宁市,79.0,27.7,198.0,200.9
2013-07-01,南宁市,81.0,27.9,265.3,184.8
2013-08-01,南宁市,82.0,27.7,271.2,173.5
2013-09-01,南宁市,83.0,25.4,128.5,145.3
2013-10-01,南宁市,73.0,22.5,17.6,168.6
2013-11-01,南宁市,76.0,19.2,211.2,130.4
2013-12-01,南宁市,77.0,11.0,64.8,191.6
2014-01-01,南宁市,79.0,12.6,1.5,141.2
2014-02-01,南宁市,82.0,12.8,15.6,35.5
2014-03-01,南宁市,88.0,17.0,30.9,9.3
2014-04-01,南宁市,84.0,23.7,52.2,21.1
2014-05-01,南宁市,79.0,26.9,51.7,168.4
2014-06-01,南宁市,83.0,28.2,147.8,119.6
2014-07-01,南宁市,84.0,28.2,274.8,173.8
2014-08-01,南宁市,84.0,27.4,122.2,185.0
2014-09-01,南宁市,82.0,27.1,329.2,196.4
2014-10-01,南宁市,80.0,23.9,86.9,177.6
2014-11-01,南宁市,85.0,19.3,74.8,73.1
2014-12-01,南宁市,75.0,12.5,47.1,115.4
2015-01-01,南宁市,83.0,13.5,37.4,108.8
2015-02-01,南宁市,85.0,16.4,22.5,77.7
2015-03-01,南宁市,87.0,18.3,42.3,45.8
2015-04-01,南宁市,77.0,22.8,43.5,155.1
2015-05-01,南宁市,82.0,27.3,99.0,154.4
2015-06-01,南宁市,80.0,29.0,79.8,182.2
2015-07-01,南宁市,81.0,27.6,235.3,141.7
2015-08-01,南宁市,82.0,28.0,242.8,182.9
2015-09-01,南宁市,87.0,26.3,131.8,113.5
2015-10-01,南宁市,83.0,23.0,56.6,169.3
2015-11-01,南宁市,86.0,20.5,98.1,61.9
2015-12-01,南宁市,85.0,14.0,133.2,37.8
2016-01-01,南宁市,86.0,12.6,129.1,37.3
2016-02-01,南宁市,76.0,12.3,19.0,95.8
2016-03-01,南宁市,84.0,17.6,38.6,31.7
2016-04-01,南宁市,81.0,24.5,130.8,91.9
2016-05-01,南宁市,80.0,26.5,203.8,154.4
2016-06-01,南宁市,80.0,28.9,345.2,200.6
2016-07-01,南宁市,80.0,29.0,76.0,191.6
2016-08-01,南宁市,83.0,28.3,355.2,166.5
2016-09-01,南宁市,79.0,27.1,47.2,179.6
2016-10-01,南宁市,74.0,25.1,152.8,187.5
2016-11-01,南宁市,81.0,19.4,44.6,101.8
2016-12-01,南宁市,76.0,16.1,4.1,144.2
2017-01-01,南宁市,77.0,15.6,72.5,99.2
2017-02-01,南宁市,71.0,15.5,7.5,72.9
2017-03-01,南宁市,85.0,17.1,164.9,40.3
2017-04-01,南宁市,78.0,22.3,8.2,105.7
2017-05-01,南宁市,79.0,25.4,300.8,174.4
2017-06-01,南宁市,86.0,27.6,101.3,146.3
2017-07-01,南宁市,86.0,27.6,290.0,176.4
2017-08-01,南宁市,86.0,27.9,256.1,195.7
2017-09-01,南宁市,85.0,28.2,81.5,221.2
2017-10-01,南宁市,78.0,23.3,149.6,201.7
2017-11-01,南宁市,80.0,18.4,63.3,64.8
2017-12-01,南宁市,67.0,14.1,53.0,133.6
2018-01-01,南宁市,76.0,13.2,32.3,53.0
2018-02-01,南宁市,68.0,14.1,16.7,57.8
2018-03-01,南宁市,79.0,19.8,69.5,120.3
2018-04-01,南宁市,77.0,22.2,60.1,125.6
2018-05-01,南宁市,81.0,27.2,169.2,223.0
2018-06-01,南宁市,83.0,27.6,223.1,181.9
2018-07-01,南宁市,85.0,27.6,337.8,187.9
2018-08-01,南宁市,85.0,27.8,151.8,171.9
2018-09-01,南宁市,79.0,26.7,99.5,188.1
2018-10-01,南宁市,75.0,22.0,67.4,148.7
2018-11-01,南宁市,78.0,19.5,16.6,141.6
2018-12-01,南宁市,86.0,13.9,30.2,53.6
2019-01-01,南宁市,84.0,12.4,40.3,29.8
2019-02-01,南宁市,88.0,14.1,57.9,50.0
2019-03-01,南宁市,87.0,17.93,112.1,56.0
2019-04-01,南宁市,86.0,23.8,95.9,105.7
2019-05-01,南宁市,83.0,24.8,126.7,119.9
2019-06-01,南宁市,85.0,27.9,289.0,145.1
2019-07-01,南宁市,86.0,28.1,235.2,156.7
2019-08-01,南宁市,82.0,28.6,210.6,194.3
2019-09-01,南宁市,69.0,27.5,12.9,243.9
2019-10-01,南宁市,75.0,23.8,31.4,155.3
2019-11-01,南宁市,67.0,20.0,7.0,155.9
2019-12-01,南宁市,64.0,15.8,3.6,150.7
2020-01-01,南宁市,78.0,15.4,40.8,71.5
2020-02-01,南宁市,79.0,16.5,58.5,62.6
2020-03-01,南宁市,86.0,19.0,182.2,41.5
2020-04-01,南宁市,79.0,19.7,104.9,87.9
2020-05-01,南宁市,79.0,27.4,155.3,201.4
2020-06-01,南宁市,83.0,28.5,119.8,168.5
2020-07-01,南宁市,80.0,29.2,39.4,218.5
2020-08-01,南宁市,84.0,27.6,177.3,169.8
2020-09-01,南宁市,84.0,26.6,103.4,123.1
2020-10-01,南宁市,75.0,22.1,88.8,106.6
2020-11-01,南宁市,71.0,20.2,1.0,123.6
2020-12-01,南宁市,67.0,13.4,1.6,117.6
1996-01-01,青岛市,61.0,-0.1,14.0,147.8
1996-02-01,青岛市,49.0,0.5,0.0,206.9
1996-03-01,青岛市,59.0,4.7,32.9,170.7
1996-04-01,青岛市,67.0,9.7,44.4,199.2
1996-05-01,青岛市,65.0,17.1,1.9,277.4
1996-06-01,青岛市,85.0,20.8,187.2,147.1
1996-07-01,青岛市,90.0,23.2,140.0,116.1
1996-08-01,青岛市,82.0,25.1,120.6,203.6
1996-09-01,青岛市,75.0,22.3,19.8,204.5
1996-10-01,青岛市,67.0,15.8,151.4,180.9
1996-11-01,青岛市,67.0,7.2,21.0,147.8
1996-12-01,青岛市,61.0,3.9,16.4,180.8
1997-01-01,青岛市,63.0,-1.1,2.0,177.4
1997-02-01,青岛市,64.0,1.8,15.0,200.4
1997-03-01,青岛市,70.0,6.7,15.4,249.0
1997-04-01,青岛市,66.0,11.9,31.7,239.1
1997-05-01,青岛市,73.0,17.6,38.1,248.2
1997-06-01,青岛市,72.0,22.3,10.2,262.4
1997-07-01,青岛市,83.0,25.8,20.7,221.4
1997-08-01,青岛市,82.0,26.2,212.6,237.9
1997-09-01,青岛市,64.0,21.2,7.7,231.3
1997-10-01,青岛市,59.0,16.6,2.5,255.4
1997-11-01,青岛市,74.0,9.4,80.2,137.3
1997-12-01,青岛市,71.0,3.3,28.2,155.8
1998-01-01,青岛市,63.0,-0.2,15.3,161.9
1998-02-01,青岛市,71.0,3.0,35.7,151.6
1998-03-01,青岛市,74.0,6.1,33.5,155.6
1998-04-01,青岛市,86.0,11.5,68.7,137.4
1998-05-01,青岛市,79.0,16.1,117.2,187.7
1998-06-01,青岛市,88.0,19.4,50.5,148.2
1998-07-01,青岛市,87.0,25.6,121.0,152.4
1998-08-01,青岛市,85.0,25.4,319.2,165.5
1998-09-01,青岛市,74.0,23.5,36.1,243.6
1998-10-01,青岛市,65.0,18.5,50.7,208.6
1998-11-01,青岛市,66.0,11.1,2.1,189.5
1998-12-01,青岛市,67.0,4.1,6.0,184.8
1999-01-01,青岛市,64.0,2.0,0.0,171.0
1999-02-01,青岛市,63.0,3.7,0.6,150.0
1999-03-01,青岛市,70.0,6.0,1.3,159.0
1999-04-01,青岛市,75.0,11.9,26.7,200.0
1999-05-01,青岛市,72.0,17.4,111.8,232.0
1999-06-01,青岛市,80.0,20.7,104.5,198.0
1999-07-01,青岛市,87.0,24.6,57.1,191.0
1999-08-01,青岛市,83.0,25.5,99.1,183.0
1999-09-01,青岛市,73.0,22.9,129.6,190.0
1999-10-01,青岛市,67.0,16.3,72.2,179.0
1999-11-01,青岛市,66.0,9.5,11.1,175.0
1999-12-01,青岛市,62.0,3.5,0.0,207.0
2000-01-01,青岛市,67.0,-1.2,39.5,140.8
2000-02-01,青岛市,61.0,0.3,7.3,212.6
2000-03-01,青岛市,64.0,6.9,1.6,242.1
2000-04-01,青岛市,58.0,12.2,10.9,241.5
2000-05-01,青岛市,75.0,16.4,59.9,215.0
2000-06-01,青岛市,80.0,21.4,99.8,212.8
2000-07-01,青岛市,84.0,25.4,74.9,199.9
2000-08-01,青岛市,82.0,26.1,276.8,185.7
2000-09-01,青岛市,71.0,22.6,99.5,210.6
2000-10-01,青岛市,72.0,16.1,68.9,177.4
2000-11-01,青岛市,69.0,8.2,46.4,142.2
2000-12-01,青岛市,71.0,4.2,2.7,180.0
2001-01-01,青岛市,69.0,-0.4,40.3,132.1
2001-02-01,青岛市,73.0,2.0,17.4,155.6
2001-03-01,青岛市,59.0,6.1,6.2,249.5
2001-04-01,青岛市,66.0,11.3,22.7,229.3
2001-05-01,青岛市,74.0,17.8,4.9,250.3
2001-06-01,青岛市,84.0,21.2,30.9,181.2
2001-07-01,青岛市,87.0,25.0,318.9,180.1
2001-08-01,青岛市,78.0,25.4,251.2,231.6
2001-09-01,青岛市,68.0,22.1,22.2,231.2
2001-10-01,青岛市,69.0,17.2,16.9,180.9
2001-11-01,青岛市,65.0,9.1,18.8,193.7
2001-12-01,青岛市,59.0,1.1,15.6,159.2
2002-01-01,青岛市,58.0,2.6,16.4,192.0
2002-02-01,青岛市,62.0,4.7,0.2,202.0
2002-03-01,青岛市,65.0,7.9,19.3,211.0
2002-04-01,青岛市,62.0,12.2,52.8,201.0
2002-05-01,青岛市,72.0,16.6,61.9,185.0
2002-06-01,青岛市,79.0,20.6,57.9,173.0
2002-07-01,青岛市,80.0,25.2,115.4,165.0
2002-08-01,青岛市,79.0,25.1,29.1,178.0
2002-09-01,青岛市,64.0,22.4,35.5,235.0
2002-10-01,青岛市,62.0,14.9,18.1,192.0
2002-11-01,青岛市,57.0,7.4,6.6,194.0
2002-12-01,青岛市,65.0,1.8,10.8,29.0
2003-01-01,青岛市,57.0,-0.9,10.8,183.0
2003-02-01,青岛市,65.0,2.1,35.9,159.0
2003-03-01,青岛市,68.0,5.2,24.1,165.0
2003-04-01,青岛市,67.0,11.5,63.6,177.0
2003-05-01,青岛市,75.0,16.2,64.8,191.0
2003-06-01,青岛市,79.0,20.4,147.6,144.0
2003-07-01,青岛市,91.0,22.0,152.9,103.0
2003-08-01,青岛市,87.0,24.0,109.3,112.0
2003-09-01,青岛市,78.0,21.5,106.7,164.0
2003-10-01,青岛市,65.0,15.9,36.4,192.0
2003-11-01,青岛市,68.0,8.6,40.0,163.0
2003-12-01,青岛市,61.0,2.6,17.5,174.0
2004-01-01,青岛市,61.0,0.2,1.2,176.8
2004-02-01,青岛市,58.0,3.7,24.6,214.3
